degree,velocity,acceleration_method1,acceleration_method2
109.06058921623124,-2527.767578125,-8516.357421875,-150516.4413665802
110.06114508060034,-2528.1171875,128.5229034423828,-159555.30124685052
111.06170094496943,-2527.7451171875,8780.7119140625,-168557.30736034736
112.06225680933852,-2526.652099609375,17438.125,-177519.35017396018
113.06281267370761,-2524.837646484375,26098.916015625,-186438.31491588085
114.06336853807672,-2522.300537109375,34761.08203125,-195311.0829540835
115.0639244024458,-2519.040771484375,43422.64453125,-204134.53320003347
116.06448026681491,-2515.05908203125,52081.6484375,-212905.54353675706
117.065036131184,-2510.356201171875,60736.11328125,-221620.9922703509
118.06559199555309,-2504.930908203125,69384.078125,-230277.75960397258
119.06614785992217,-2498.7861328125,78023.296875,-238872.72913329903
120.06670372429129,-2491.92041015625,86651.90625,-247402.78936240842
121.06725958866038,-2484.336181640625,95267.8125,-255864.83523898586
122.06781545302945,-2476.033935546875,103869.0234375,-264255.7697077225
123.06837131739857,-2467.015380859375,112453.4375,-272572.50528072624
124.06892718176766,-2457.281982421875,121018.9609375,-280811.9656237285
125.06948304613674,-2446.835205078125,129563.5859375,-288971.08715683396
126.07003891050583,-2435.676513671875,138085.125,-297046.8206685141
127.07059477487495,-2423.808837890625,146581.671875,-305036.13294151914
128.07115063924402,-2411.2333984375,155050.828125,-312936.0083893394
129.07170650361311,-2397.95361328125,163490.5625,-320743.4507018215
130.07226236798223,-2383.970703125,171898.828125,-328455.4844985044
131.07281823235132,-2369.28857421875,180273.390625,-336069.15698821534
132.07337409672039,-2353.909423828125,188612.109375,-343581.5396334394
133.07392996108948,-2337.836669921875,196912.84375,-350989.7298179393
134.0744858254586,-2321.07373046875,205173.359375,-358290.8525160898
135.07504168982769,-2303.623779296875,213391.609375,-365482.0619623583
136.07559755419678,-2285.490234375,221565.1875,-372560.5433193483
137.0761534185659,-2266.67626953125,229692.125,-379523.51434279757
138.07670928293496,-2247.187744140625,237770.015625,-386368.2270419128
139.07726514730405,-2227.027587890625,245796.65625,-393091.969333403
140.07782101167314,-2206.2001953125,253769.859375,-399692.0666875612
141.07837687604226,-2184.710693359375,261687.328125,-406165.8837647394
142.07893274041135,-2162.563720703125,269547.03125,-412510.8260405452
143.07948860478044,-2139.762939453125,277346.3125,-418724.34141809406
144.08004446914953,-2116.315185546875,285083.3125,-424803.9218256369
145.08060033351862,-2092.224609375,292755.53125,-430747.10479789
146.0811561978877,-2067.497314453125,300360.84375,-436551.4750393964
147.0817120622568,-2042.1385498046875,307896.8125,-442214.665968245
148.08226792662592,-2016.154296875,315361.21875,-447734.3612384911
149.082823790995,-1989.5511474609375,322751.78125,-453108.2962396225
150.0833796553641,-1962.3345947265625,330066.1875,-458334.2595714356
151.0839355197332,-1934.5115966796875,337302.09375,-463410.09449269396
152.08449138410228,-1906.0888671875,344457.4375,-468333.700341963
153.08504724847137,-1877.0726318359375,351529.625,-473103.03392903565
154.0856031128405,-1847.4703369140625,358516.5,-477716.1108953833
155.08615897720958,-1817.2890625,365415.78125,-482171.00704209093
156.08671484157867,-1786.5360107421875,372225.15625,-486465.8596237703
157.08727070594773,-1755.2196044921875,378942.1875,-490598.86860696384
158.08782657031685,-1723.3468017578125,385564.8125,-494568.29789159575
159.08838243468594,-1690.9256591796875,392090.53125,-498372.47649405367
160.08893829905503,-1657.96484375,398517.21875,-502009.7996905276
161.08949416342415,-1624.47216796875,404842.4375,-505478.73011926765
162.09005002779324,-1590.4564208984375,411064.15625,-508777.7988404683
163.0906058921623,-1555.926513671875,417179.875,-511905.6063525303
164.0911617565314,-1520.89111328125,423187.3125,-514860.8235634952
165.0917176209005,-1485.3587646484375,429084.3125,-517642.1927165003
166.0922734852696,-1449.3399658203125,434868.71875,-520248.5282681485
167.0928293496387,-1412.8436279296875,440538.21875,-522678.7177187439
168.0933852140078,-1375.8792724609375,446090.53125,-524931.7223933942
169.09394107837687,-1338.4573974609375,451523.5,-527006.5781730426
170.09449694274596,-1300.5872802734375,456835.0,-528902.396174542
171.09505280711505,-1262.2794189453125,462022.75,-530618.3633789519
172.09560867148417,-1223.544189453125,467084.6875,-532153.7432072955
173.09616453585326,-1184.392333984375,472018.5,-533507.8760430736
174.09672040022235,-1144.8338623046875,476822.40625,-534680.1797009031
175.09727626459144,-1104.8809814453125,481493.90625,-535670.1498407038
176.09783212896053,-1064.5443115234375,486031.3125,-536477.3603269309
177.09838799332962,-1023.8345947265625,490432.21875,-537101.4635324104
178.0989438576987,-982.7639770507812,494694.8125,-537542.190586408
179.09949972206783,-941.3436889648438,498817.0625,-537799.3515666238
180.10005558643692,-899.585693359375,502796.96875,-537872.8356348798
181.100611450806,-857.5018920898438,506632.59375,-537762.611116333
182.1011673151751,-815.104248046875,510322.21875,-537468.725522116
183.1017231795442,-772.4051513671875,513863.5,-536991.3055153767
184.10227904391328,-729.4164428710938,517255.09375,-536330.5568207622
185.10283490828238,-686.1517944335938,520494.84375,-535486.764077452
186.1033907726515,-642.6234130859375,523581.09375,-534460.2906359294
187.10394663702056,-598.8441162109375,526512.125,-533251.5782987316
188.10450250138965,-554.8270874023438,529286.25,-531861.1470055031
189.10505836575877,-510.585205078125,531901.75,-530289.5944627356
190.10561423012786,-466.13201904296875,534357.125,-528537.5957186472
191.10617009449695,-421.4808654785156,536650.6875,-526605.9026837223
192.10672595886606,-376.6451721191406,538780.9375,-524495.3435974946
193.10728182323513,-331.6382141113281,540746.5625,-522206.82244222536
194.10783768760422,-286.4748229980469,542545.875,-519741.31830418773
195.1083935519733,-241.16842651367188,544177.625,-517099.88468333206
196.10894941634243,-195.73301696777344,545640.5,-514283.64875216887
197.10950528071152,-150.18260192871094,546933.125,-511293.81056476245
198.1100611450806,-104.53168487548828,548054.375,-508131.6422167862
199.1106170094497,-58.7944221496582,549003.125,-504798.48695765104
200.1111728738188,-12.985295295715332,549778.125,-501295.75825576345
201.11172873818788,32.88120651245117,550378.4375,-497624.9388180322
202.11228460255697,78.79045104980469,550803.0625,-493787.5795647844
203.1128404669261,124.72827911376953,551050.9375,-489785.2985613043
204.11339633129518,170.67884826660156,551121.3125,-485619.77990725584
205.11395219566427,216.6278076171875,551013.5625,-481292.77258528525
206.11450806003336,262.5604248046875,550726.625,-476806.08927015506
207.11506392440245,308.4614562988281,550260.0625,-472161.6050997894
208.11561978877154,354.3162536621094,549612.9375,-467361.2564096487
209.11617565314063,400.10931396484375,548785.125,-462407.0394318946
210.11673151750975,445.8260498046875,547775.875,-457301.0089608294
211.11728738187884,491.4509582519531,546585.0,-452045.2769861257
212.1178432462479,536.9697265625,545212.125,-446642.0112953936
213.11839911061702,582.36572265625,543657.0,-441093.43404765334
214.1189549749861,627.6243286132812,541919.1875,-435401.8203193041
215.1195108393552,672.7304077148438,539999.125,-429569.4966241993
216.1200667037243,717.6688842773438,537896.3125,-423598.83940945833
217.1206225680934,762.4244384765625,535611.0,-417492.27352865355
218.12117843246247,806.98193359375,533143.3125,-411252.2706940297
219.12173429683156,851.3258056640625,530493.375,-404881.3479094149
220.12229016120068,895.4413452148438,527661.5625,-398382.06588549766
221.12284602556977,939.3137817382812,524648.3125,-391757.0274391401
222.12340188993886,982.9267578125,521453.9375,-385008.8758784028
223.12395775430795,1026.26611328125,518079.15625,-378140.29337495845
224.12451361867704,1069.3162841796875,514524.375,-371153.9993255636
225.12506948304613,1112.0626220703125,510790.375,-364052.74870425364
226.12562534741522,1154.489990234375,506878.0,-356839.3304069165
227.12618121178434,1196.5841064453125,502788.0,-349516.5655898968
228.12673707615343,1238.329833984375,498521.3125,-342087.30600425834
229.12729294052252,1279.7122802734375,494079.1875,-334554.4323273249
230.1278488048916,1320.71728515625,489462.53125,-326920.8524931036
231.12840466926068,1361.330322265625,484672.59375,-319189.5000231689
232.12896053362982,1401.5360107421875,479710.625,-311363.3323595689
233.1295163979989,1441.321533203125,474577.9375,-303445.32920129265
234.130072262368,1480.67138671875,469276.34375,-295438.4908458052
235.1306281267371,1519.572998046875,463806.875,-287345.83653714077
236.13118399110618,1558.01171875,458171.4375,-279170.40282200434
237.13173985547525,1595.97265625,452371.6875,-270915.24191530875
238.13229571984434,1633.4444580078125,446409.34375,-262583.4200765388
239.13285158421348,1670.4111328125,440286.46875,-254178.01599829984
240.13340744858257,1706.8614501953125,434004.625,-245702.1192083775
241.13396331295166,1742.781005859375,427566.25,-237158.82848658718
242.13451917732075,1778.1575927734375,420973.125,-228551.25029767127
243.13507504168982,1812.977783203125,414227.8125,-219882.4972414462
244.1356309060589,1847.2298583984375,407332.03125,-211155.68652137145
245.136186770428,1880.9007568359375,400288.4375,-202373.9384326664
246.13674263479714,1913.9776611328125,393099.65625,-193540.3748710616
247.13729849916623,1946.4500732421875,385767.78125,-184658.1178632284
248.13785436353533,1978.30419921875,378295.8125,-175730.28811987813
249.1384102279044,2009.5303955078125,370685.8125,-166760.00361249485
250.13896609227348,2040.1153564453125,362941.0625,-157750.37817460322
251.13952195664257,2070.050537109375,355064.0,-148704.52012843615
252.14007782101166,2099.322021484375,347057.65625,-139625.53093782117
253.1406336853808,2127.921875,338924.6875,-130516.50388805321
254.1411895497499,2155.83837890625,330668.21875,-121380.52279348264
255.14174541411896,2183.06005859375,322291.65625,-112220.6607334875
256.14230127848805,2209.580078125,313797.5,-103039.97881747015
257.14285714285717,2235.3857421875,305189.53125,-93841.524979455
258.14341300722623,2260.469970703125,296470.375,-84628.33280282606
259.1439688715953,2284.822021484375,287643.96875,-75403.42037569424
260.14452473596447,2308.434326171875,278712.96875,-66169.78917733743
261.14508060033353,2331.29736328125,269681.46875,-56930.422996112306
262.14563646470265,2353.4033203125,260552.25,-47688.28687918377
263.1461923290717,2374.74365234375,251329.5,-38446.32611438545
264.14674819344077,2395.312744140625,242016.140625,-29207.465244466297
265.1473040578099,2415.100341796875,232616.03125,-19974.60711394172
266.14785992217895,2434.100830078125,223133.140625,-10750.631948721473
267.1484157865481,2452.3076171875,213570.5625,-1538.396468642983
268.1489716509172,2469.713623046875,203932.5625,7659.266967000434
269.1495275152863,2486.31396484375,194222.421875,16839.551180898507
270.15008337965537,2502.099853515625,184444.390625,25999.67496611705
271.15063924402443,2517.0693359375,174601.90625,35136.88384148823
272.15119510839355,2531.21484375,164699.1875,44248.45077407088
273.1517509727626,2544.53271484375,154739.65625,53331.676868795366
274.1523068371318,2557.018310546875,144727.53125,62383.89202544446
275.15286270150085,2568.665771484375,134666.96875,71402.45556315569
276.1534185658699,2579.473388671875,124561.4609375,80384.7568126748
277.15397443023903,2589.4365234375,114415.40625,89328.21567660868
278.1545302946081,2598.552490234375,104232.328125,98230.2831579759
279.1550861589772,2606.8173828125,94016.7734375,107088.44185737424
280.1556420233463,2614.229736328125,83772.203125,115900.20643912045
281.15619788771545,2620.7861328125,73503.171875,124663.12406674642
282.1567537520845,2626.48681640625,63213.16796875,133374.7748082614
283.1573096164536,2631.328125,52906.5234375,142032.77201162875
284.1578654808227,2635.308837890625,42587.51953125,150634.76265091312
285.15842134519175,2638.428955078125,32259.6484375,159178.4276435987
286.1589772095609,2640.68798828125,21927.48046875,167661.48213959142
287.15953307392994,2642.085693359375,11594.4892578125,176081.67578244448
288.16008893829905,2642.621826171875,1265.25439453125,184436.79294336928
289.1606448026682,2642.296875,-9056.7763671875,192724.65292860943
290.16120066703724,2641.112060546875,-19367.0703125,200943.11016078712
291.16175653140635,2639.06787109375,-29662.22265625,209090.05433482947
292.1623123957754,2636.166015625,-39937.9609375,217163.41054911976
293.16286826014453,2632.40869140625,-50190.12890625,225161.13941252168
294.1634241245136,2627.797119140625,-60415.28125,233081.23712794296
295.1639799888827,2622.334228515625,-70609.1171875,240921.73555312018
296.16453585325183,2616.0234375,-80768.1875,248680.70223931348
297.1650917176209,2608.8671875,-90888.1796875,256356.24044862154
298.16564758199,2600.867919921875,-100965.8671875,263946.489150622
299.1662034463591,2592.03125,-110996.875,271449.622999067
300.1667593107282,2582.35986328125,-120978.0234375,278863.85228936217
301.1673151750973,2571.858154296875,-130905.4296875,286187.4228975661
302.1678710394664,2560.531494140625,-140775.09375,293418.61620165483
303.1684269038355,2548.384033203125,-150583.984375,300555.748985802
304.16898276820456,2535.422119140625,-160327.953125,307597.1733284232
305.1695386325737,2521.650146484375,-170004.046875,314541.2764747422
306.17009449694274,2507.07421875,-179608.25,321386.48069463717
307.1706503613118,2491.70068359375,-189137.65625,328131.2431265234
308.171206225681,2475.5361328125,-198588.5,334774.05560803256
309.17176209005004,2458.586669921875,-207957.6875,341313.44449424493
310.17231795441916,2440.85986328125,-217241.671875,347747.9704642339
311.1728738187882,2422.3623046875,-226437.6875,354076.2283166715
312.17342968315734,2403.10107421875,-235542.265625,360296.8467552503
313.1739855475264,2383.08544921875,-244552.140625,366408.4881646648
314.17454141189546,2362.32275390625,-253464.6875,372409.84837789705
315.17509727626464,2340.8212890625,-262276.53125,378299.65643553925
316.1756531406337,2318.588623046875,-270985.15625,384076.67433788546
317.1762090050028,2295.634765625,-279587.125,389739.6967905168
318.1767648693719,2271.968017578125,-288080.34375,395287.5509440912
319.17732073374094,2247.59814453125,-296461.46875,400719.09612904943
320.17787659811006,2222.53369140625,-304728.40625,406033.2235859319
321.1784324624791,2196.78466796875,-312878.1875,411228.8561919988
322.1789883268483,2170.361572265625,-320908.0625,416304.9481848309
323.17954419121736,2143.2734375,-328816.15625,421260.4848835759
324.1801000555865,2115.53173828125,-336599.53125,426094.4824085059
325.18065591995554,2087.14599609375,-344256.3125,430805.9873995231
326.1812117843246,2058.127197265625,-351783.75,435394.07673425315
327.1817676486937,2028.4866943359375,-359180.21875,439857.85724634276
328.1823235130628,1998.23486328125,-366443.0625,444196.4654445758
329.18287937743196,1967.38232421875,-373570.6875,448409.06723339745
330.183435241801,1935.9417724609375,-380561.0,452494.8576354277
331.1839911061701,1903.92431640625,-387411.6875,456453.0605165382
332.1845469705392,1871.3411865234375,-394121.5625,460282.9283140339
333.18510283490826,1838.2052001953125,-400688.34375,463983.74176848814
334.1856586992774,1804.5264892578125,-407110.65625,467554.80965974514
335.18621456364644,1770.3197021484375,-413386.53125,470995.46854760445
336.1867704280156,1735.594970703125,-419514.96875,474305.08251767093
337.1873262923847,1700.365966796875,-425493.96875,477483.04293285444
338.18788215675374,1664.6436767578125,-431322.59375,480528.76819097105
339.18843802112286,1628.4422607421875,-436999.125,483441.7034888931
340.1889938854919,1591.7745361328125,-442522.4375,486221.32059367176
341.18954974986104,1554.65185546875,-447891.28125,488867.1176210417
342.1901056142301,1517.0889892578125,-453104.5625,491378.61882170243
343.1906614785992,1479.096923828125,-458161.4375,493755.37437574525
344.19121734296834,1440.69091796875,-463060.5625,495996.96019558894
345.1917732073374,1401.8818359375,-467801.4375,498102.9777377614
346.1923290717065,1362.68505859375,-472382.78125,500073.05382384744
347.1928849360756,1323.112060546875,-476804.125,501906.8404709095
348.1934408004447,1283.1773681640625,-481064.78125,503604.0147316638
349.19399666481377,1242.8946533203125,-485163.75,505164.278544685
350.1945525291829,1202.2760009765625,-489100.8125,506587.3585948803
351.195108393552,1161.3372802734375,-492875.34375,507873.0061844734
352.19566425792107,1120.0889892578125,-496486.84375,509020.99711470277
353.1962201222902,1078.548095703125,-499934.96875,510031.1315784337
354.19677598665925,1036.72509765625,-503219.4375,510903.2340638563
355.19733185102837,994.63623046875,-506339.8125,511637.1532694285
356.1978877153974,952.2929077148438,-509296.0625,512232.76203019894
357.19844357976655,909.7109375,-512088.03125,512689.95725563157
358.19899944413567,866.902099609375,-514715.625,513008.6598790309
359.1995553085047,823.8809204101562,-517178.875,513188.8148186504
0.2001111728738465,780.6625366210938,-519477.59375,513230.3909505445
1.2006670372429085,737.2579956054688,-521612.0625,513133.3810932097
2.2012229016120273,693.6834106445312,-523582.28125,512897.80200403894
3.2017787659810892,649.950439453125,-525388.75,512523.69438759406
4.202334630350208,606.0746459960938,-527031.375,512011.12291568494
5.202890494719327,562.067626953125,-528510.5,511360.17625922005
6.203446359088389,517.9453125,-529826.625,510570.9671317813
7.204002223457508,473.7189025878906,-530980.1875,509643.63234484865
8.20455808782657,429.4029235839844,-531971.5,508578.33287459
9.205113952195632,385.01226806640625,-532800.9375,507375.2539401051
10.20566981656475,340.5578918457031,-533469.375,506034.60509299865
11.20622568093387,296.055908203125,-533977.125,504556.620318136
12.206781545302988,251.516845703125,-534325.0,502941.5581454198
13.20733740967205,206.9567108154297,-534513.4375,501189.7017724003
14.207893274041112,162.38629150390625,-534543.5625,499301.3591975225
15.20844913841023,117.82121276855469,-534415.75,497276.86336378875
16.209005002779293,73.27207946777344,-534130.875,495116.5723125966
17.20956086714841,28.753084182739258,-533689.8125,492820.8693474973
18.21011673151753,-15.721268653869629,-533093.625,490390.1632076
19.21067259588665,-60.140830993652344,-532342.875,487824.88825032796
20.21122846025571,-104.49007415771484,-531438.75,485125.5046432146
21.211784324624773,-148.75881958007812,-530382.1875,482292.4985644131
22.212340188993892,-192.93182373046875,-529174.125,479326.38241157203
23.212896053362954,-236.99916076660156,-527815.6875,476227.69501871
24.21345191773213,-280.9458312988281,-526308.0,472997.00188071193
25.21400778210119,-324.7616882324219,-524651.875,469634.895385046
26.214563646470253,-368.433349609375,-522848.78125,466141.9950502844
27.215119510839372,-411.9473876953125,-520899.78125,462518.9477709976
28.215675375208434,-455.294189453125,-518806.0625,458766.42806857015
29.216231239577553,-498.458984375,-516568.6875,454885.13834747515
30.216787103946615,-541.4326171875,-514189.125,450875.8091565217
31.21734296831579,-584.2007446289062,-511668.53125,446739.19945458195
32.21789883268485,-626.7542114257812,-509008.125,442476.096880281
33.218454697053915,-669.0786743164062,-506209.34375,438087.3180251214
34.21901056142303,-711.165283203125,-503273.5625,433573.7087095002
35.219566425792095,-753.0015869140625,-500201.90625,428936.14426105906
36.220122290161214,-794.5747680664062,-496996.0,424175.5297947944
37.220678154530276,-835.8763427734375,-493656.96875,419292.80049434054
38.221234018899395,-876.8929443359375,-490186.5625,414288.9218938276
39.221789883268514,-917.61572265625,-486585.8125,409164.89015969855
40.222345747637576,-958.0320434570312,-482856.5,403921.7323718588
41.222901612006694,-998.1329345703125,-478999.84375,398560.50680352305
42.223457476375756,-1037.9058837890625,-475017.53125,393082.3031991046
43.224013340744875,-1077.343017578125,-470910.84375,387488.24304948957
44.22456920511394,-1116.4310302734375,-466681.40625,381779.4798640181
45.225125069483056,-1155.1630859375,-462330.71875,375957.1994384967
46.225680933852175,-1193.52685546875,-457860.15625,370022.620118543
47.22623679822124,-1231.5118408203125,-453271.59375,363976.9930575616
48.226792662590356,-1269.1107177734375,-448566.25,357821.6024686441
49.22734852695942,-1306.3111572265625,-443745.9375,351557.76586967177
50.227904391328536,-1343.106201171875,-438811.90625,345186.83432089555
51.2284602556976,-1379.4840087890625,-433766.125,338710.1926542608
52.22901612006672,-1415.4376220703125,-428609.84375,332129.259693739
53.229571984435836,-1450.95556640625,-423344.90625,325445.488465923
54.2301278488049,-1486.031005859375,-417972.71875,318660.3664001342
55.23068371317402,-1520.654296875,-412494.96875,311775.41551729577
56.23123957754308,-1554.8155517578125,-406913.40625,304792.19260681106
57.2317954419122,-1588.5078125,-401229.46875,297712.28939069447
58.23235130628126,-1621.721435546875,-395445.03125,290537.33267419465
59.23290717065038,-1654.4490966796875,-389561.40625,283268.98448215006
60.2334630350195,-1686.681396484375,-383580.5625,275908.9421803247
61.23401889938856,-1718.4124755859375,-377503.84375,268458.93858095654
62.23457476375768,-1749.6309814453125,-371333.21875,260920.74203177655
63.23513062812674,-1780.3328857421875,-365070.0625,253296.15648773895
64.2356864924958,-1810.5081787109375,-358716.21875,245587.02156471822
65.23624235686492,-1840.1494140625,-352273.375,237795.21257443266
66.23679822123404,-1869.25048828125,-345743.0625,229922.6405398572
67.23735408560316,-1897.802734375,-339127.21875,221971.25219040064
68.23790994997222,-1925.8009033203125,-332427.1875,213943.02993612248
69.23846581434134,-1953.2359619140625,-325645.0,205839.99182028722
70.2390216787104,-1980.1024169921875,-318782.0,197664.19144954946
71.23957754307946,-2006.393798828125,-311840.3125,189417.7179010877
72.24013340744858,-2032.1029052734375,-304821.21875,181102.69560600823
73.2406892718177,-2057.2236328125,-297726.5625,172721.28420836036
74.24124513618682,-2081.749267578125,-290558.3125,164275.67839911906
75.24180100055588,-2105.6748046875,-283317.75,155768.10772449948
76.24235686492494,-2128.9931640625,-276007.09375,147200.83636799993
77.24291272929406,-2151.69970703125,-268627.53125,138576.16290557338
78.24346859366312,-2173.787353515625,-261181.234375,129896.42003335744
79.24402445803224,-2195.252197265625,-253669.578125,121163.97426740965
80.24458032240136,-2216.087158203125,-246094.65625,112381.22561491704
81.24513618677048,-2236.288818359375,-238457.84375,103550.60721637675
82.24569205113954,-2255.851318359375,-230761.046875,94674.58495825788
83.2462479155086,-2274.768798828125,-223006.21875,85755.65705569785
84.24680377987772,-2293.03759765625,-215194.671875,76796.35360479666
